branch id pid
Alpaca chr1.1029 0.965116279069767
Alpaca chr1.25080 1
Alpaca chr1.25081 1
Alpaca chr1.25089 0.984496124031008
Alpaca chr1.25093 0.976190476190476
Alpaca chr1.25097 0.986111111111111
Alpaca chr1.25098 0.992063492063492
Alpaca chr1.25100 0.946666666666667
Alpaca chr1.25104 0.991228070175439
Alpaca chr1.25135 0.986754966887417
Alpaca chr1.25136 1
Alpaca chr1.25140 0.992957746478873
Alpaca chr1.25141 0.976047904191617
Alpaca chr1.25142 0.980582524271845
Alpaca chr1.25143 1
Alpaca chr1.25144 1
Alpaca chr1.25145 0.987341772151899
Alpaca chr1.25147 0.977142857142857
Alpaca chr1.25148 0.981042654028436
Alpaca chr1.25149 0.94300518134715
Alpaca chr1.25150 0.978260869565217
Alpaca chr1.17010 1
Alpaca chr1.17011 0.966666666666667
Alpaca chr1.17012 0.976744186046512
Alpaca chr1.17013 0.991525423728814
Alpaca chr1.17014 0.972027972027972
Alpaca chr1.17015 0.963636363636364
Alpaca chr1.17016 0.975247524752475
Alpaca chr1.14880 0.945945945945946
Alpaca chr1.14881 0.968421052631579
Alpaca chr1.14882 0.981981981981982
Alpaca chr1.14883 0.985781990521327
Alpaca chr1.14884 1
Alpaca chr1.14885 0.983193277310924
Alpaca chr1.14888 0.968421052631579
Alpaca chr1.14889 0.991935483870968
Alpaca chr1.14890 0.973333333333333
Alpaca chr1.14891 0.984615384615385
Alpaca chr1.14892 0.945945945945946
Alpaca chr1.14893 0.977011494252874
Alpaca chr1.14894 0.98876404494382
Alpaca chr1.14895 0.962962962962963
Alpaca chr1.14896 0.96551724137931
Alpaca chr1.14897 0.959677419354839
Alpaca chr1.14898 0.975232198142415
Alpaca chr1.14899 0.957746478873239
Alpaca chr1.14900 0.988235294117647
Alpaca chr1.14901 0.976744186046512
Alpaca chr1.14902 0.98780487804878
Alpaca chr1.14903 0.983221476510067
Alpaca chr1.14904 0.990740740740741
Alpaca chr1.14905 1
Alpaca chr1.14906 0.961240310077519
Alpaca chr1.14907 0.972222222222222
Alpaca chr1.14908 1
Alpaca chr1.14909 0.953216374269006
Alpaca chr1.14910 0.982456140350877
Alpaca chr1.14911 0.955882352941177
Alpaca chr1.14912 0.959798994974874
Alpaca chr1.3969 0.966558441558442
Alpaca chr1.3970 0.97
Alpaca chr1.3971 0.94488188976378
Alpaca chr1.3972 0.948905109489051
Alpaca chr1.3973 0.966666666666667
Alpaca chr1.3974 0.955555555555556
Alpaca chr1.3975 0.972222222222222
Alpaca chr1.3976 0.987124463519313
Alpaca chr1.3977 0.984615384615385
Alpaca chr1.3978 1
Alpaca chr1.3979 0.966804979253112
Alpaca chr1.3980 0.987179487179487
Alpaca chr1.3981 0.973684210526316
Alpaca chr1.7222 1
Alpaca chr1.7223 0.957575757575758
Alpaca chr1.7224 1
Alpaca chr1.7225 0.980392156862745
Armadillo-Sloth chr1.16156 0.96875
Armadillo-Sloth chr1.16157 0.992753623188406
Armadillo-Sloth chr1.16158 0.938461538461538
Armadillo-Sloth chr1.16159 0.989189189189189
Armadillo-Sloth chr1.16160 0.980519480519481
Armadillo-Sloth chr1.16161 0.994897959183674
Armadillo-Sloth chr1.16162 1
Armadillo-Sloth chr1.16163 0.991596638655462
Armadillo-Sloth chr1.16164 1
Armadillo-Sloth chr1.16165 0.969072164948454
Armadillo-Sloth chr1.16166 0.977777777777778
Armadillo-Sloth chr1.16167 0.984848484848485
Armadillo-Sloth chr1.16168 0.97667638483965
Armadillo-Sloth chr1.4977 0.961832061068702
Armadillo-Sloth chr1.4978 0.99
Armadillo-Sloth chr1.4979 0.96969696969697
Armadillo-Sloth chr1.4983 0.978260869565217
Armadillo-Sloth chr1.4984 0.981900452488688
Armadillo-Sloth chr1.8117 0.970345963756178
Armadillo-Sloth chr1.8123 0.95625
Armadillo-Sloth chr1.8124 1
Armadillo-Sloth chr1.8125 1
Armadillo-Sloth chr1.8126 1
Armadillo-Sloth chr1.8127 0.974137931034483
Armadillo-Sloth chr1.8128 0.987654320987654
Armadillo-Sloth chr1.8129 0.988888888888889
Armadillo-Sloth chr1.8132 0.990196078431373
Armadillo-Sloth chr1.8133 0.980392156862745
Armadillo-Sloth chr1.27779 0.971688574317492
Armadillo-Sloth chr1.27780 1
Armadillo-Sloth chr1.989 0.909090909090909
Armadillo-Sloth chr1.990 1
Armadillo-Sloth chr1.991 0.994974874371859
Armadillo-Sloth chr1.992 0.98876404494382
Armadillo-Sloth chr1.995 0.986899563318777
Armadillo-Sloth chr1.996 1
Armadillo-Sloth chr1.997 0.978494623655914
Armadillo-Sloth chr1.999 0.981927710843373
Armadillo-Sloth chr1.1000 0.984615384615385
Armadillo-Sloth chr1.1001 0.972222222222222
Armadillo-Sloth chr1.1003 0.990338164251208
Armadillo-Sloth chr1.1004 1
Armadillo-Sloth chr1.1008 0.975590551181102
Armadillo-Sloth chr1.1011 0.966216216216216
Armadillo-Sloth chr1.1012 0.986111111111111
Armadillo-Sloth chr1.1013 0.96078431372549
Armadillo-Sloth chr1.1014 1
Armadillo-Sloth chr1.1015 0.97752808988764
Armadillo-Sloth chr1.1017 0.980769230769231
Armadillo-Sloth chr1.1028 1
Armadillo-Sloth chr1.1029 0.988372093023256
Armadillo-Sloth chr1.25080 0.928571428571429
Armadillo-Sloth chr1.25081 1
Armadillo-Sloth chr1.25089 0.992248062015504
Armadillo-Sloth chr1.25093 0.976190476190476
Armadillo-Sloth chr1.25097 0.986111111111111
Armadillo-Sloth chr1.25098 1
Armadillo-Sloth chr1.25100 0.986666666666667
Armadillo-Sloth chr1.25104 0.964912280701754
Armadillo-Sloth chr1.25135 0.993377483443709
Armadillo-Sloth chr1.25136 0.968085106382979
Armadillo-Sloth chr1.25140 0.985915492957746
Armadillo-Sloth chr1.25141 0.982035928143713
Armadillo-Sloth chr1.25142 1
Armadillo-Sloth chr1.25143 1
Armadillo-Sloth chr1.25144 1
Armadillo-Sloth chr1.25145 0.993670886075949
Armadillo-Sloth chr1.25147 0.977142857142857
Armadillo-Sloth chr1.25148 1
Armadillo-Sloth chr1.25149 0.989637305699482
Armadillo-Sloth chr1.25150 0.985507246376812
Armadillo-Sloth chr1.17010 1
Armadillo-Sloth chr1.17011 0.975
Armadillo-Sloth chr1.17012 0.984496124031008
Armadillo-Sloth chr1.17013 1
Armadillo-Sloth chr1.17014 0.951048951048951
Armadillo-Sloth chr1.17015 0.987878787878788
Armadillo-Sloth chr1.17016 0.990123456790123
Armadillo-Sloth chr1.14880 0.972972972972973
Armadillo-Sloth chr1.14881 1
Armadillo-Sloth chr1.14882 0.958333333333333
Armadillo-Sloth chr1.14883 0.971563981042654
Armadillo-Sloth chr1.14884 0.984848484848485
Armadillo-Sloth chr1.14885 0.957983193277311
Armadillo-Sloth chr1.14888 0.989473684210526
Armadillo-Sloth chr1.14889 0.983870967741935
Armadillo-Sloth chr1.14890 0.986666666666667
Armadillo-Sloth chr1.14891 0.984615384615385
Armadillo-Sloth chr1.14892 0.972972972972973
Armadillo-Sloth chr1.14893 1
Armadillo-Sloth chr1.14894 0.97752808988764
Armadillo-Sloth chr1.14895 0.981481481481482
Armadillo-Sloth chr1.14896 1
Armadillo-Sloth chr1.14897 0.991935483870968
Armadillo-Sloth chr1.14898 0.987616099071207
Armadillo-Sloth chr1.14899 1
Armadillo-Sloth chr1.14900 0.988235294117647
Armadillo-Sloth chr1.14901 0.988372093023256
Armadillo-Sloth chr1.14902 0.975609756097561
Armadillo-Sloth chr1.14903 0.973154362416107
Armadillo-Sloth chr1.14904 0.981481481481482
Armadillo-Sloth chr1.14905 0.979166666666667
Armadillo-Sloth chr1.14906 0.984496124031008
Armadillo-Sloth chr1.14907 1
Armadillo-Sloth chr1.14908 0.986394557823129
Armadillo-Sloth chr1.14909 0.957575757575758
Armadillo-Sloth chr1.14910 0.973684210526316
Armadillo-Sloth chr1.14911 0.985294117647059
Armadillo-Sloth chr1.14912 0.984924623115578
Armadillo-Sloth chr1.3969 0.975300617484563
Armadillo-Sloth chr1.3970 0.966666666666667
Armadillo-Sloth chr1.3971 0.960629921259842
Armadillo-Sloth chr1.3972 0.985401459854015
Armadillo-Sloth chr1.3973 0.977777777777778
Armadillo-Sloth chr1.3974 0.972222222222222
Armadillo-Sloth chr1.3975 0.994444444444444
Armadillo-Sloth chr1.3976 0.995708154506438
Armadillo-Sloth chr1.3977 1
Armadillo-Sloth chr1.3978 0.992424242424242
Armadillo-Sloth chr1.3979 0.987704918032787
Armadillo-Sloth chr1.3980 0.987179487179487
Armadillo-Sloth chr1.3981 0.973684210526316
Armadillo-Sloth chr1.7222 1
Armadillo-Sloth chr1.7223 0.957575757575758
Armadillo-Sloth chr1.7224 1
Armadillo-Sloth chr1.7225 0.980392156862745
Armadillo chr1.16156 0.98125
Armadillo chr1.16157 0.978260869565217
Armadillo chr1.16158 0.953846153846154
Armadillo chr1.16159 0.967567567567568
Armadillo chr1.16160 0.967532467532468
Armadillo chr1.16161 0.989795918367347
Armadillo chr1.16162 0.972413793103448
Armadillo chr1.16163 0.848739495798319
Armadillo chr1.16164 0.975409836065574
Armadillo chr1.16165 1
Armadillo chr1.16166 0.933333333333333
Armadillo chr1.16167 0.954545454545455
Armadillo chr1.16168 0.956268221574344
Armadillo chr1.4977 0.9921875
Armadillo chr1.4978 0.98
Armadillo chr1.4979 0.94949494949495
Armadillo chr1.4983 0.971014492753623
Armadillo chr1.4984 0.932126696832579
Armadillo chr1.8117 0.962108731466227
Armadillo chr1.8123 0.93125
Armadillo chr1.8124 0.977272727272727
Armadillo chr1.8125 0.982905982905983
Armadillo chr1.8126 0.979166666666667
Armadillo chr1.8127 0.948275862068966
Armadillo chr1.8128 0.987654320987654
Armadillo chr1.8129 0.972222222222222
Armadillo chr1.8132 0.96078431372549
Armadillo chr1.8133 0.980392156862745
Armadillo chr1.27779 0.954499494438827
Armadillo chr1.27780 0.952380952380952
Armadillo chr1.989 1
Armadillo chr1.990 0.955555555555556
Armadillo chr1.991 0.979899497487437
Armadillo chr1.992 0.955056179775281
Armadillo chr1.995 0.960698689956332
Armadillo chr1.996 0.987179487179487
Armadillo chr1.997 0.96415770609319
Armadillo chr1.999 0.951807228915663
Armadillo chr1.1000 0.938461538461538
Armadillo chr1.1001 0.925925925925926
Armadillo chr1.1003 0.990338164251208
Armadillo chr1.1004 0.976303317535545
Armadillo chr1.1008 0.965354330708661
Armadillo chr1.1011 0.97972972972973
Armadillo chr1.1012 0.958333333333333
Armadillo chr1.1013 0.950980392156863
Armadillo chr1.1014 0.984126984126984
Armadillo chr1.1015 0.971910112359551
Armadillo chr1.1017 0.951923076923077
Armadillo chr1.1028 0.988439306358382
Armadillo chr1.1029 0.965116279069767
Armadillo chr1.25080 0.928571428571429
Armadillo chr1.25081 0.989247311827957
Armadillo chr1.25089 1
Armadillo chr1.25093 0.952380952380952
Armadillo chr1.25097 0.965277777777778
Armadillo chr1.25098 0.976190476190476
Armadillo chr1.25100 0.986666666666667
Armadillo chr1.25104 0.956140350877193
Armadillo chr1.25135 0.980132450331126
Armadillo chr1.25136 0.968085106382979
Armadillo chr1.25140 0.97887323943662
Armadillo chr1.25141 0.958083832335329
Armadillo chr1.25142 0.932038834951456
Armadillo chr1.25143 1
Armadillo chr1.25144 0.990990990990991
Armadillo chr1.25145 0.974683544303797
Armadillo chr1.25147 0.977142857142857
Armadillo chr1.25148 0.990521327014218
Armadillo chr1.25149 0.953367875647668
Armadillo chr1.25150 0.985507246376812
Armadillo chr1.17010 0.988023952095808
Armadillo chr1.17011 0.975
Armadillo chr1.17012 0.961240310077519
Armadillo chr1.17013 0.991525423728814
Armadillo chr1.17014 0.951048951048951
Armadillo chr1.17015 0.951515151515152
Armadillo chr1.17016 0.97037037037037
Armadillo chr1.14880 0.962962962962963
Armadillo chr1.14881 0.968421052631579
Armadillo chr1.14882 0.958333333333333
Armadillo chr1.14883 0.95260663507109
Armadillo chr1.14884 0.96969696969697
Armadillo chr1.14885 0.941176470588235
Armadillo chr1.14888 0.978947368421053
Armadillo chr1.14889 0.983870967741935
Armadillo chr1.14890 1
Armadillo chr1.14891 0.984615384615385
Armadillo chr1.14892 0.891891891891892
Armadillo chr1.14893 0.977011494252874
Armadillo chr1.14894 0.966292134831461
Armadillo chr1.14895 0.962962962962963
Armadillo chr1.14896 1
Armadillo chr1.14897 0.951612903225806
Armadillo chr1.14898 0.984520123839009
Armadillo chr1.14899 0.985915492957746
Armadillo chr1.14900 0.952941176470588
Armadillo chr1.14901 0.970930232558139
Armadillo chr1.14902 0.963414634146341
Armadillo chr1.14903 0.953020134228188
Armadillo chr1.14904 0.981481481481482
Armadillo chr1.14905 0.96875
Armadillo chr1.14906 0.954545454545455
Armadillo chr1.14907 0.979166666666667
Armadillo chr1.14908 0.979591836734694
Armadillo chr1.14909 0.963636363636364
Armadillo chr1.14910 0.991228070175439
Armadillo chr1.14911 0.955882352941177
Armadillo chr1.14912 0.959798994974874
Armadillo chr1.3969 0.95359477124183
Armadillo chr1.3970 0.962585034013605
Armadillo chr1.3971 0.992125984251969
Armadillo chr1.3972 0.956204379562044
Armadillo chr1.3973 0.966666666666667
Armadillo chr1.3974 0.961111111111111
Armadillo chr1.3975 0.972222222222222
Armadillo chr1.3976 0.991416309012876
Armadillo chr1.3977 0.976923076923077
Armadillo chr1.3978 0.984848484848485
Armadillo chr1.3979 0.967213114754098
Armadillo chr1.3980 0.961538461538462
Armadillo chr1.3981 0.980132450331126
Armadillo chr1.7222 1
Armadillo chr1.7223 0.96969696969697
Armadillo chr1.7224 0.988888888888889
Armadillo chr1.7225 0.981132075471698
Cat-Dog chr1.16156 0.9875
Cat-Dog chr1.16157 0.992753623188406
Cat-Dog chr1.16158 0.969230769230769
Cat-Dog chr1.16159 0.994594594594595
Cat-Dog chr1.16160 0.986754966887417
Cat-Dog chr1.16161 0.989795918367347
Cat-Dog chr1.16162 0.993103448275862
Cat-Dog chr1.16163 0.974789915966387
Cat-Dog chr1.16164 0.983606557377049
Cat-Dog chr1.16165 0.989690721649485
Cat-Dog chr1.16166 0.983050847457627
Cat-Dog chr1.16167 0.980842911877395
Cat-Dog chr1.16168 0.97667638483965
Cat-Dog chr1.4977 1
Cat-Dog chr1.4978 0.99
Cat-Dog chr1.4979 0.98989898989899
Cat-Dog chr1.4983 0.956521739130435
Cat-Dog chr1.4984 0.950226244343891
Cat-Dog chr1.8117 0.986688851913478
Cat-Dog chr1.8123 0.99375
Cat-Dog chr1.8124 1
Cat-Dog chr1.8125 0.991452991452991
Cat-Dog chr1.8126 1
Cat-Dog chr1.8127 0.991379310344828
Cat-Dog chr1.8128 0.987654320987654
Cat-Dog chr1.8129 0.983333333333333
Cat-Dog chr1.8132 1
Cat-Dog chr1.8133 0.980392156862745
Cat-Dog chr1.27779 0.976626016260163
Cat-Dog chr1.27780 1
Cat-Dog chr1.989 1
Cat-Dog chr1.990 0.977777777777778
Cat-Dog chr1.991 0.994974874371859
Cat-Dog chr1.992 1
Cat-Dog chr1.995 0.986899563318777
Cat-Dog chr1.996 0.987179487179487
Cat-Dog chr1.997 0.989247311827957
Cat-Dog chr1.999 0.969879518072289
Cat-Dog chr1.1000 0.984615384615385
Cat-Dog chr1.1001 0.99537037037037
Cat-Dog chr1.1003 0.995169082125604
Cat-Dog chr1.1004 0.985781990521327
Cat-Dog chr1.1008 0.983386075949367
Cat-Dog chr1.1011 0.972972972972973
Cat-Dog chr1.1012 0.979166666666667
Cat-Dog chr1.1013 0.96078431372549
Cat-Dog chr1.1014 0.994708994708995
Cat-Dog chr1.1015 0.96
Cat-Dog chr1.1017 1
Cat-Dog chr1.1028 1
Cat-Dog chr1.1029 0.976744186046512
Cat-Dog chr1.25080 1
Cat-Dog chr1.25081 1
Cat-Dog chr1.25089 0.976744186046512
Cat-Dog chr1.25093 1
Cat-Dog chr1.25097 1
Cat-Dog chr1.25098 0.992063492063492
Cat-Dog chr1.25100 0.986666666666667
Cat-Dog chr1.25104 0.973684210526316
Cat-Dog chr1.25135 0.993377483443709
Cat-Dog chr1.25136 0.978723404255319
Cat-Dog chr1.25140 1
Cat-Dog chr1.25141 0.994011976047904
Cat-Dog chr1.25142 0.990291262135922
Cat-Dog chr1.25143 1
Cat-Dog chr1.25144 1
Cat-Dog chr1.25145 0.987341772151899
Cat-Dog chr1.25147 1
Cat-Dog chr1.25148 0.995260663507109
Cat-Dog chr1.25149 0.974093264248705
Cat-Dog chr1.25150 0.978260869565217
Cat-Dog chr1.17010 0.982142857142857
Cat-Dog chr1.17011 0.991666666666667
Cat-Dog chr1.17012 1
Cat-Dog chr1.17013 1
Cat-Dog chr1.17014 0.979020979020979
Cat-Dog chr1.17015 0.993939393939394
Cat-Dog chr1.17016 0.99009900990099
Cat-Dog chr1.14880 0.963963963963964
Cat-Dog chr1.14881 0.989473684210526
Cat-Dog chr1.14882 0.979166666666667
Cat-Dog chr1.14883 0.872037914691943
Cat-Dog chr1.14884 0.984848484848485
Cat-Dog chr1.14885 0.966386554621849
Cat-Dog chr1.14888 1
Cat-Dog chr1.14889 1
Cat-Dog chr1.14890 1
Cat-Dog chr1.14891 0.984615384615385
Cat-Dog chr1.14892 1
Cat-Dog chr1.14893 0.988095238095238
Cat-Dog chr1.14894 0.98876404494382
Cat-Dog chr1.14895 0.962962962962963
Cat-Dog chr1.14896 1
Cat-Dog chr1.14897 0.967741935483871
Cat-Dog chr1.14898 0.993808049535604
Cat-Dog chr1.14899 1
Cat-Dog chr1.14900 0.988235294117647
Cat-Dog chr1.14901 0.988372093023256
Cat-Dog chr1.14902 0.98780487804878
Cat-Dog chr1.14903 0.993288590604027
Cat-Dog chr1.14904 0.990740740740741
Cat-Dog chr1.14905 0.979166666666667
Cat-Dog chr1.14906 0.984496124031008
Cat-Dog chr1.14907 0.993055555555556
Cat-Dog chr1.14908 0.993197278911565
Cat-Dog chr1.14909 0.963636363636364
Cat-Dog chr1.14910 1
Cat-Dog chr1.14911 1
Cat-Dog chr1.14912 0.989949748743719
Cat-Dog chr1.3969 0.9794921875
Cat-Dog chr1.3970 0.96
Cat-Dog chr1.3971 0.976377952755906
Cat-Dog chr1.3972 0.978102189781022
Cat-Dog chr1.3973 0.988888888888889
Cat-Dog chr1.3974 0.977777777777778
Cat-Dog chr1.3975 0.983333333333333
Cat-Dog chr1.3976 0.995708154506438
Cat-Dog chr1.3977 0.985915492957746
Cat-Dog chr1.3978 0.96969696969697
Cat-Dog chr1.3979 0.970954356846473
Cat-Dog chr1.3980 0.961538461538462
Cat-Dog chr1.3981 0.993377483443709
Cat-Dog chr1.7222 1
Cat-Dog chr1.7223 0.981818181818182
Cat-Dog chr1.7224 1
Cat-Dog chr1.7225 1
Cat-Hedgehog chr1.16156 0.9875
Cat-Hedgehog chr1.16157 1
Cat-Hedgehog chr1.16158 0.984615384615385
Cat-Hedgehog chr1.16159 0.994594594594595
Cat-Hedgehog chr1.16160 0.993377483443709
Cat-Hedgehog chr1.16161 0.994897959183674
Cat-Hedgehog chr1.16162 0.979310344827586
Cat-Hedgehog chr1.16163 0.991596638655462
Cat-Hedgehog chr1.16164 0.991803278688525
Cat-Hedgehog chr1.16165 0.969072164948454
Cat-Hedgehog chr1.16166 0.966666666666667
Cat-Hedgehog chr1.16167 0.992337164750958
Cat-Hedgehog chr1.16168 0.988338192419825
Cat-Hedgehog chr1.4977 0.99236641221374
Cat-Hedgehog chr1.4978 1
Cat-Hedgehog chr1.4979 1
Cat-Hedgehog chr1.4983 0.992753623188406
Cat-Hedgehog chr1.4984 0.981900452488688
Cat-Hedgehog chr1.8117 0.986688851913478
Cat-Hedgehog chr1.8123 0.975
Cat-Hedgehog chr1.8124 0.988636363636364
Cat-Hedgehog chr1.8125 1
Cat-Hedgehog chr1.8126 0.979166666666667
Cat-Hedgehog chr1.8127 1
Cat-Hedgehog chr1.8128 1
Cat-Hedgehog chr1.8129 0.988888888888889
Cat-Hedgehog chr1.8132 0.990196078431373
Cat-Hedgehog chr1.8133 1
Cat-Hedgehog chr1.27779 0.98880976602238
Cat-Hedgehog chr1.27780 0.952380952380952
